1 revisar revisar 8 VERB csubj
343 condenacao condenacao 339 NOUN nmod
344 em em 346 ADP case
345 segundo segundo 346 ADJ amod
346 grau grau 343 NOUN nmod
347 esta esta 351 PRON nsubj
348 entre entre 350 ADP case
349 suas suas 350 DET det:poss
350 prioridades prioridade 347 NOUN nmod
351 sou ser 239 VERB ccomp
352 a a 353 ADP case
353 favor favor 351 NOUN nmod
354 de de 356 ADP case
355 a o 356 DET det
356 execucao execucao 353 NOUN nmod
357 apos apos 358 ADP case
358 decisao decisao 356 NOUN nmod
359 de de 361 ADP case
360 segunda segundo 361 ADJ amod
361 instancia instancia 358 NOUN nmod
362 e e 364 CCONJ cc
363 tudo tudo 364 PRON det
364 o o 353 PRON conj
365 que que 107 PRON nsubj
366 e e 364 CCONJ cc
367 importante importante 364 ADJ amod
368 para para 370 ADP case
369 o o 370 DET det
370 pais pais 367 NOUN nmod
