# generator = UDPipe 2, https://lindat.mff.cuni.cz/services/udpipe
# udpipe_model = portuguese-gsd-ud-2.10-220711
# udpipe_model_licence = CC BY-NC-SA
# newdoc
# newpar
# sent_id = 1
# text = discutir alianca eleitoral agora e colocar o carro a frente dos bois como dizia meu avo chico ferreira a hora agora e de aparar arestas e sobretudo de unir forcas para aprovacao da reforma da previdencia e decepcionante que o psdb ainda esteja a exigir de forma demagogica e irresponsavel que o governo torne a reforma que segundo reportagem do estado de ontem so atingira um terco dos trabalhadores nao se decida por um fechamento de questao que adie esse problema terrivel de caixa para a proxima gestao seja ela qual for afinal o partido ja cuspiu no eleitor e rasgou sua historia se quer ter algum futuro tem que ser digno pelo menos de seu passado resgatando essa bandeira que nao e do governo mas do pais para ouvir clique aqui e em seguida no play para ouvir agora ou nunca mais com beth guzzo clique aqui abaixo a integra da degravacao do comentario eldorado 28 de novembro de 2017 tercafeira o governador de sao paulo geraldo alckmin diz que aceita assumir comando do psdb em nome de unidade partidaria sera que agora os tucanos se unem mesmo se for esse o caminho para unir o partido nosso nome esta a disposicao afirmou o governador de sao paulo segundo reportagem de pedro venceslau no estado de hoje sonora 2811 alckmin o novo presidente da legenda sera oficialmente definido na convencao nacional do partido marcada para o proximo dia 9 em brasilia o senador tasso jereissati ce e o governador de goias marconi perillo desistiram da disputa e com o gesto abriram caminho para alckmin assumir a legenda buscar a unificacao da sigla e fortalecer seu nome como eventual candidato a presidencia da republica em 2018 isso tudo ocorreu apos jantar no palacio dos bandeirantes em sao paulo com tasso perillo e o expresidente fernando henrique cardoso a articulacao para evitar uma disputa interna entre a ala dos cabecas pretas representada por tasso e critica ao presidente michel temer e a dos cabecas brancas de perillo que defende o peemedebista foi coordenada por fhc a movimentacao proalckmin busca uma solucao para o impasse que quase levou o psdb a implosao apos o presidente licenciado aecio neves mg destituir tasso do comando interino da legenda e substituilo pelo exgovernador alberto goldman alckmin foi questionado tambem sobre sua posicao em relacao ao desembarque do psdb da gestao temer minha posicao nunca mudou sempre achei que nao devia ter entrado mas a decisao majoritaria na epoca foi outra afirmou entre os tucanos uma alianca com o pmdb nao esta descartada mas uma eventual defesa do governo na campanha e uma questao que ainda divide o partido apesar do posicionamento de alckmin o palacio do planalto com o acordo que vai evitar um confronto pelo comando do psdb ve agora brecha para uma possivel composicao eleitoral no proximo ano conforme mostrou o estado no sabado temer articula uma frente de centrodireita para defender sua gestao e tentar isolar o expresidente luiz inacio lula da
1	discutir	discutir	VERB	VERB	_	21	csubj	_	TokenRange=0:8
292	sigla	sigla	NOUN	NOUN	_	289	nmod	_	TokenRange=1539:1544
293	e	e	CCONJ	CONJ	_	294	cc	_	TokenRange=1545:1546
294	fortalecer	fortalecer	VERB	VERB	_	311	conj	_	TokenRange=1547:1557
295	seu	_	DET	DET	_	296	det:poss	_	TokenRange=1558:1561
296	nome	nome	NOUN	NOUN	_	294	obj	_	TokenRange=1562:1566
297	como	como	ADP	ADP	_	299	case	_	TokenRange=1567:1571
298	eventual	eventual	ADJ	ADJ	_	299	amod	_	TokenRange=1572:1580
299	candidato	candidato	NOUN	NOUN	_	294	nmod	_	TokenRange=1581:1590
300	a	_	ADP	ADP	_	301	case	_	TokenRange=1591:1592
301	presidencia	presidencia	NOUN	NOUN	_	299	nmod	_	TokenRange=1593:1604
302-303	da	_	_	_	_	_	_	_	TokenRange=1605:1607
302	de	de	ADP	ADP	_	304	case	_	_
303	a	o	DET	DET	Definite=Def|Gender=Fem|Number=Sing|PronType=Art	304	det	_	_
304	republica	_	NOUN	NOUN	_	301	nmod	_	TokenRange=1608:1617
305	em	em	ADP	ADP	_	306	case	_	TokenRange=1618:1620
306	2018	_	NUM	NUM	NumType=Card	294	nmod	_	TokenRange=1621:1625
307	isso	_	PRON	PRON	_	309	nsubj	_	TokenRange=1626:1630
308	tudo	_	PRON	PRON	_	309	nsubj	_	TokenRange=1631:1635
309	ocorreu	ocorrer	VERB	VERB	_	182	parataxis	_	TokenRange=1636:1643
310	apos	_	ADP	ADP	_	311	mark	_	TokenRange=1644:1648
311	jantar	jantar	VERB	VERB	_	309	advcl	_	TokenRange=1649:1655
312-313	no	_	_	_	_	_	_	_	TokenRange=1656:1658
312	em	em	ADP	ADP	_	314	case	_	_
313	o	o	DET	DET	Definite=Def|Gender=Masc|Number=Sing|PronType=Art	314	det	_	_
314	palacio	palacio	NOUN	NOUN	_	311	nmod	_	TokenRange=1659:1666
315-316	dos	_	_	_	_	_	_	_	TokenRange=1667:1670
315	de	de	ADP	ADP	_	317	case	_	_
316	os	o	DET	DET	Definite=Def|Gender=Masc|Number=Plur|PronType=Art	317	det	_	_
317	bandeirantes	bandeirante	NOUN	NOUN	_	314	nmod	_	TokenRange=1671:1683
318	em	em	ADP	ADP	_	319	case	_	TokenRange=1684:1686
319	sao	sao	PROPN	PNOUN	_	314	nmod	_	TokenRange=1687:1690
320	paulo	_	PROPN	PNOUN	_	319	flat	_	TokenRange=1691:1696
321	com	com	ADP	ADP	_	322	case	_	TokenRange=1697:1700
322	tasso	tasso	NOUN	NOUN	_	311	nmod	_	TokenRange=1701:1706
323	perillo	perillo	NOUN	NOUN	_	322	flat	_	TokenRange=1707:1714
324	e	e	CCONJ	CONJ	_	326	cc	_	TokenRange=1715:1716
325	o	o	DET	DET	Definite=Def|Gender=Masc|Number=Sing|PronType=Art	326	det	_	TokenRange=1717:1718
326	expresidente	expresidente	NOUN	NOUN	_	322	conj	_	TokenRange=1719:1731
327	fernando	fernando	VERB	VERB	_	326	appos	_	TokenRange=1732:1740
328	henrique	henrique	NOUN	NOUN	_	327	flat	_	TokenRange=1741:1749
329	cardoso	cardoso	ADJ	ADJ	_	327	flat	_	TokenRange=1750:1757
330	a	o	DET	DET	_	331	det	_	TokenRange=1758:1759
331	articulacao	articulacao	NOUN	NOUN	_	272	obj	_	TokenRange=1760:1771
332	para	_	ADP	ADP	_	333	mark	_	TokenRange=1772:1776
333	evitar	evitar	VERB	VERB	_	331	nmod	_	TokenRange=1777:1783
334	uma	um	DET	DET	_	335	det	_	TokenRange=1784:1787
335	disputa	disputa	NOUN	NOUN	_	333	obj	_	TokenRange=1788:1795
336	interna	interno	ADJ	ADJ	_	335	amod	_	TokenRange=1796:1803
337	entre	_	ADP	ADP	_	339	case	_	TokenRange=1804:1809
338	a	o	DET	DET	_	339	det	_	TokenRange=1810:1811
339	ala	ala	NOUN	NOUN	_	335	nmod	_	TokenRange=1812:1815
340-341	dos	_	_	_	_	_	_	_	TokenRange=1816:1819
340	de	de	ADP	ADP	_	342	case	_	_
341	os	o	DET	DET	Definite=Def|Gender=Masc|Number=Plur|PronType=Art	342	det	_	_
342	cabecas	cabeca	NOUN	NOUN	_	339	nmod	_	TokenRange=1820:1827
343	pretas	preto	ADJ	ADJ	_	342	amod	_	TokenRange=1828:1834
344	representada	representar	VERB	VERB	_	339	acl	_	TokenRange=1835:1847
345	por	por	ADP	ADP	_	346	case	_	TokenRange=1848:1851
346	tasso	tasso	NOUN	NOUN	_	344	nmod	_	TokenRange=1852:1857
347	e	e	CCONJ	CONJ	_	348	cc	_	TokenRange=1858:1859
348	critica	_	NOUN	NOUN	_	481	conj	_	TokenRange=1860:1867
349-350	ao	_	_	_	_	_	_	_	TokenRange=1868:1870
349	a	a	ADP	ADP	_	351	case	_	_
350	o	o	DET	DET	Definite=Def|Gender=Masc|Number=Sing|PronType=Art	351	det	_	_
351	presidente	presidente	NOUN	NOUN	_	348	nmod	_	TokenRange=1871:1881
352	michel	michel	ADJ	ADJ	_	351	appos	_	TokenRange=1882:1888
353	temer	temer	NOUN	NOUN	_	226	flat	_	TokenRange=1889:1894
354	e	e	CCONJ	CONJ	_	358	cc	_	TokenRange=1895:1896
355	a	o	DET	DET	_	358	det	_	TokenRange=1897:1898
356-357	dos	_	_	_	_	_	_	_	TokenRange=1899:1902
356	de	de	ADP	ADP	_	358	case	_	_
357	os	o	DET	DET	Definite=Def|Gender=Masc|Number=Plur|PronType=Art	358	det	_	_
358	cabecas	cabeca	NOUN	NOUN	_	339	conj	_	TokenRange=1903:1910
359	brancas	branco	ADJ	ADJ	_	358	amod	_	TokenRange=1911:1918
360	de	de	ADP	ADP	_	361	case	_	TokenRange=1919:1921
361	perillo	perillo	NOUN	NOUN	_	358	nmod	_	TokenRange=1922:1929
362	que	_	PRON	PRON	_	363	nsubj	_	TokenRange=1930:1933
363	defende	defender	VERB	VERB	_	358	acl:relcl	_	TokenRange=1934:1941
364	o	o	DET	DET	_	365	det	_	TokenRange=1942:1943
365	peemedebista	peemedebista	NOUN	NOUN	_	363	obj	_	TokenRange=1944:1956
366	foi	_	AUX	AUX	_	367	aux:pass	_	TokenRange=1957:1960
367	coordenada	coordenar	VERB	VERB	_	127	acl:relcl	_	TokenRange=1961:1971
368	por	por	ADP	ADP	_	369	case	_	TokenRange=1972:1975
369	fhc	_	NOUN	NOUN	_	367	nmod	_	TokenRange=1976:1979
370	a	o	DET	DET	_	371	det	_	TokenRange=1980:1981
371	movimentacao	movimentacao	NOUN	NOUN	_	523	nsubj	_	TokenRange=1982:1994
372	proalckmin	_	PROPN	PNOUN	_	371	appos	_	TokenRange=1995:2005
373	busca	buscar	VERB	VERB	_	182	ccomp	_	TokenRange=2006:2011
374	uma	um	DET	DET	_	375	det	_	TokenRange=2012:2015
375	solucao	solucao	NOUN	NOUN	_	373	obj	_	TokenRange=2016:2023
376	para	para	ADP	ADP	_	378	case	_	TokenRange=2024:2028
377	o	o	DET	DET	_	378	det	_	TokenRange=2029:2030
378	impasse	impasse	NOUN	NOUN	_	375	nmod	_	TokenRange=2031:2038
379	que	_	PRON	PRON	_	381	nsubj	_	TokenRange=2039:2042
380	quase	quase	ADV	ADV	_	381	advmod	_	TokenRange=2043:2048
381	levou	levar	VERB	VERB	_	378	acl:relcl	_	TokenRange=2049:2054
382	o	o	DET	DET	_	383	det	_	TokenRange=2055:2056
383	psdb	_	NOUN	NOUN	_	381	obj	_	TokenRange=2057:2061
384	a	_	ADP	ADP	_	385	case	_	TokenRange=2062:2063
385	implosao	implosao	NOUN	NOUN	_	381	nmod	_	TokenRange=2064:2072
386	apos	_	ADP	ADP	_	393	mark	_	TokenRange=2073:2077
387	o	o	DET	DET	_	388	det	_	TokenRange=2078:2079
388	presidente	presidente	NOUN	NOUN	_	393	nsubj	_	TokenRange=2080:2090
389	licenciado	licenciado	ADJ	ADJ	_	388	amod	_	TokenRange=2091:2101
390	aecio	_	NOUN	NOUN	_	388	appos	_	TokenRange=2102:2107
391	neves	_	ADJ	ADJ	_	390	flat	_	TokenRange=2108:2113
392	mg	_	PROPN	PNOUN	_	393	obj	_	TokenRange=2114:2116
393	destituir	destituir	VERB	VERB	_	381	advcl	_	TokenRange=2117:2126
394	tasso	tasso	NOUN	NOUN	_	393	obj	_	TokenRange=2127:2132
395-396	do	_	_	_	_	_	_	_	TokenRange=2133:2135
395	de	de	ADP	ADP	_	397	case	_	_
396	o	o	DET	DET	Definite=Def|Gender=Masc|Number=Sing|PronType=Art	397	det	_	_
397	comando	comando	NOUN	NOUN	_	394	nmod	_	TokenRange=2136:2143
398	interino	interino	ADJ	ADJ	_	397	amod	_	TokenRange=2144:2152
399-400	da	_	_	_	_	_	_	_	TokenRange=2153:2155
399	de	de	ADP	ADP	_	401	case	_	_
400	a	o	DET	DET	Definite=Def|Gender=Fem|Number=Sing|PronType=Art	401	det	_	_
401	legenda	legenda	NOUN	NOUN	_	397	nmod	_	TokenRange=2156:2163
402	e	e	CCONJ	CONJ	_	403	cc	_	TokenRange=2164:2165
403	substituilo	_	VERB	VERB	_	393	conj	_	TokenRange=2166:2177
404-405	pelo	_	_	_	_	_	_	_	TokenRange=2178:2182
404	por	por	ADP	ADP	_	406	case	_	_
405	o	o	DET	DET	Definite=Def|Gender=Masc|Number=Sing|PronType=Art	406	det	_	_
406	exgovernador	exgovernador	NOUN	NOUN	_	403	nmod	_	TokenRange=2183:2195
407	alberto	alberto	ADJ	NOUN	_	406	appos	_	TokenRange=2196:2203
408	goldman	goldman	ADJ	ADJ	_	406	amod	_	TokenRange=2204:2211
409	alckmin	alckmin	NOUN	NOUN	_	411	nsubj:pass	_	TokenRange=2212:2219
410	foi	_	AUX	AUX	_	411	aux:pass	_	TokenRange=2220:2223
411	questionado	questionar	VERB	VERB	_	182	ccomp	_	TokenRange=2224:2235
412	tambem	tambem	ADV	ADV	_	411	advmod	_	TokenRange=2236:2242
413	sobre	_	ADP	ADP	_	415	case	_	TokenRange=2243:2248
414	sua	_	DET	DET	_	415	det:poss	_	TokenRange=2249:2252
415	posicao	posicao	NOUN	NOUN	_	411	nmod	_	TokenRange=2253:2260
416	em	em	ADP	ADP	_	417	case	_	TokenRange=2261:2263
417	relacao	relacao	NOUN	NOUN	_	415	nmod	_	TokenRange=2264:2271
418-419	ao	_	_	_	_	_	_	_	TokenRange=2272:2274
418	a	a	ADP	ADP	_	420	case	_	_
419	o	o	DET	DET	Definite=Def|Gender=Masc|Number=Sing|PronType=Art	420	det	_	_
420	desembarque	desembarque	NOUN	NOUN	_	417	nmod	_	TokenRange=2275:2286
421-422	do	_	_	_	_	_	_	_	TokenRange=2287:2289
421	de	de	ADP	ADP	_	423	case	_	_
422	o	o	DET	DET	Definite=Def|Gender=Masc|Number=Sing|PronType=Art	423	det	_	_
423	psdb	_	NOUN	PNOUN	_	420	nmod	_	TokenRange=2290:2294
424-425	da	_	_	_	_	_	_	_	TokenRange=2295:2297
424	de	de	ADP	ADP	_	426	case	_	_
425	a	o	DET	DET	Definite=Def|Gender=Fem|Number=Sing|PronType=Art	426	det	_	_
426	gestao	gestao	NOUN	NOUN	_	420	nmod	_	TokenRange=2298:2304
427	temer	temer	NOUN	NOUN	_	426	flat	_	TokenRange=2305:2310
428	minha	_	DET	DET	_	429	det:poss	_	TokenRange=2311:2316
429	posicao	posicao	NOUN	NOUN	_	431	nsubj	_	TokenRange=2317:2324
430	nunca	nunca	ADV	ADV	_	431	advmod	_	TokenRange=2325:2330
431	mudou	mudar	VERB	VERB	_	420	acl:relcl	_	TokenRange=2331:2336
432	sempre	sempre	ADV	ADV	_	433	advmod	_	TokenRange=2337:2343
433	achei	achar	VERB	VERB	_	182	ccomp	_	TokenRange=2344:2349
434	que	que	CCONJ	CONJ	_	438	mark	_	TokenRange=2350:2353
435	nao	nao	ADV	ADV	Polarity=Neg	438	advmod	_	TokenRange=2354:2357
436	devia	dever	AUX	AUX	_	438	aux	_	TokenRange=2358:2363
437	ter	ter	AUX	AUX	_	438	aux	_	TokenRange=2364:2367
438	entrado	entrar	VERB	VERB	_	433	ccomp	_	TokenRange=2368:2375
439	mas	mas	CCONJ	CONJ	_	280	cc	_	TokenRange=2376:2379
440	a	o	DET	DET	_	441	det	_	TokenRange=2380:2381
441	decisao	decisao	NOUN	NOUN	_	280	nsubj	_	TokenRange=2382:2389
442	majoritaria	majoritario	ADJ	ADJ	_	441	amod	_	TokenRange=2390:2401
443-444	na	_	_	_	_	_	_	_	TokenRange=2402:2404
443	em	em	ADP	ADP	_	445	case	_	_
444	a	o	DET	DET	Definite=Def|Gender=Fem|Number=Sing|PronType=Art	445	det	_	_
445	epoca	epoca	NOUN	NOUN	_	267	nmod	_	TokenRange=2405:2410
446	foi	_	AUX	AUX	_	447	cop	_	TokenRange=2411:2414
447	outra	_	PRON	PRON	_	433	conj	_	TokenRange=2415:2420
448	afirmou	afirmar	VERB	VERB	_	182	conj	_	TokenRange=2421:2428
449	entre	_	ADP	ADP	_	451	case	_	TokenRange=2429:2434
450	os	o	DET	DET	_	451	det	_	TokenRange=2435:2437
451	tucanos	tucano	NOUN	NOUN	_	448	nmod	_	TokenRange=2438:2445
452	uma	um	DET	DET	_	453	det	_	TokenRange=2446:2449
453	alianca	alianca	NOUN	NOUN	_	48	nsubj	_	TokenRange=2450:2457
454	com	com	ADP	ADP	_	456	case	_	TokenRange=2458:2461
455	o	o	DET	DET	_	456	det	_	TokenRange=2462:2463
456	pmdb	_	NOUN	NOUN	_	453	nmod	_	TokenRange=2464:2468
457	nao	nao	ADV	ADV	Polarity=Neg	458	advmod	_	TokenRange=2469:2472
458	esta	_	VERB	VERB	_	433	ccomp	_	TokenRange=2473:2477
459	descartada	descartado	ADJ	ADJ	_	458	xcomp	_	TokenRange=2478:2488
460	mas	mas	CCONJ	CONJ	_	463	cc	_	TokenRange=2489:2492
461	uma	um	DET	DET	_	463	det	_	TokenRange=2493:2496
462	eventual	eventual	ADJ	ADJ	_	463	amod	_	TokenRange=2497:2505
463	defesa	_	NOUN	NOUN	_	458	conj	_	TokenRange=2506:2512
464-465	do	_	_	_	_	_	_	_	TokenRange=2513:2515
464	de	de	ADP	ADP	_	466	case	_	_
465	o	o	DET	DET	Definite=Def|Gender=Masc|Number=Sing|PronType=Art	466	det	_	_
466	governo	governo	NOUN	NOUN	_	463	nmod	_	TokenRange=2516:2523
467-468	na	_	_	_	_	_	_	_	TokenRange=2524:2526
467	em	em	ADP	ADP	_	469	case	_	_
468	a	o	DET	DET	Definite=Def|Gender=Fem|Number=Sing|PronType=Art	469	det	_	_
469	campanha	campanha	NOUN	NOUN	_	463	nmod	_	TokenRange=2527:2535
470	e	e	CCONJ	CONJ	_	472	cc	_	TokenRange=2536:2537
471	uma	um	DET	DET	_	472	det	_	TokenRange=2538:2541
472	questao	questao	NOUN	NOUN	_	339	conj	_	TokenRange=2542:2549
473	que	_	PRON	PRON	_	475	nsubj	_	TokenRange=2550:2553
474	ainda	ainda	ADV	ADV	_	475	advmod	_	TokenRange=2554:2559
475	divide	dividir	VERB	VERB	_	472	acl:relcl	_	TokenRange=2560:2566
476	o	o	DET	DET	_	477	det	_	TokenRange=2567:2568
477	partido	partido	NOUN	NOUN	_	475	obj	_	TokenRange=2569:2576
478	apesar	apesar	ADV	ADV	_	481	case	_	TokenRange=2577:2583
479-480	do	_	_	_	_	_	_	_	TokenRange=2584:2586
479	de	de	ADP	ADP	_	478	case	_	_
480	o	o	DET	DET	Definite=Def|Gender=Masc|Number=Sing|PronType=Art	478	det	_	_
481	posicionamento	posicionamento	NOUN	NOUN	_	244	nmod	_	TokenRange=2587:2601
482	de	de	ADP	ADP	_	483	case	_	TokenRange=2602:2604
483	alckmin	_	NOUN	NOUN	_	481	nmod	_	TokenRange=2605:2612
484	o	o	DET	DET	_	485	det	_	TokenRange=2613:2614
485	palacio	palacio	NOUN	NOUN	_	311	nsubj	_	TokenRange=2615:2622
486-487	do	_	_	_	_	_	_	_	TokenRange=2623:2625
486	de	de	ADP	ADP	_	488	case	_	_
487	o	o	DET	DET	Definite=Def|Gender=Masc|Number=Sing|PronType=Art	488	det	_	_
488	planalto	planalto	NOUN	NOUN	_	485	nmod	_	TokenRange=2626:2634
489	com	com	ADP	ADP	_	491	case	_	TokenRange=2635:2638
490	o	o	DET	DET	_	491	det	_	TokenRange=2639:2640
491	acordo	acordo	NOUN	NOUN	_	481	nmod	_	TokenRange=2641:2647
492	que	_	PRON	PRON	_	494	nsubj	_	TokenRange=2648:2651
493	vai	ir	AUX	AUX	_	494	aux	_	TokenRange=2652:2655
494	evitar	evitar	VERB	VERB	_	491	acl:relcl	_	TokenRange=2656:2662
495	um	um	DET	DET	_	496	det	_	TokenRange=2663:2665
496	confronto	confronto	NOUN	NOUN	_	494	obj	_	TokenRange=2666:2675
497-498	pelo	_	_	_	_	_	_	_	TokenRange=2676:2680
497	por	por	ADP	ADP	_	499	case	_	_
498	o	o	DET	DET	Definite=Def|Gender=Masc|Number=Sing|PronType=Art	499	det	_	_
499	comando	comando	NOUN	NOUN	_	494	nmod	_	TokenRange=2681:2688
500-501	do	_	_	_	_	_	_	_	TokenRange=2689:2691
500	de	de	ADP	ADP	_	502	case	_	_
501	o	o	DET	DET	Definite=Def|Gender=Masc|Number=Sing|PronType=Art	502	det	_	_
502	psdb	_	NOUN	NOUN	_	499	nmod	_	TokenRange=2692:2696
503	ve	_	VERB	VERB	_	217	ccomp	_	TokenRange=2697:2699
504	agora	agora	ADV	ADV	_	503	advmod	_	TokenRange=2700:2705
505	brecha	brecha	NOUN	NOUN	_	503	obj	_	TokenRange=2706:2712
506	para	para	ADP	ADP	_	509	case	_	TokenRange=2713:2717
507	uma	um	DET	DET	_	509	det	_	TokenRange=2718:2721
508	possivel	possivel	ADJ	ADJ	_	509	amod	_	TokenRange=2722:2730
509	composicao	composicao	NOUN	NOUN	_	505	nmod	_	TokenRange=2731:2741
510	eleitoral	eleitoral	ADJ	ADJ	_	509	amod	_	TokenRange=2742:2751
511-512	no	_	_	_	_	_	_	_	TokenRange=2752:2754
511	em	em	ADP	ADP	_	514	case	_	_
512	o	o	DET	DET	Definite=Def|Gender=Masc|Number=Sing|PronType=Art	514	det	_	_
513	proximo	proximo	ADJ	ADJ	_	514	amod	_	TokenRange=2755:2762
514	ano	ano	NOUN	NOUN	_	509	nmod	_	TokenRange=2763:2766
515	conforme	_	CCONJ	CONJ	_	516	mark	_	TokenRange=2767:2775
516	mostrou	mostrar	VERB	VERB	_	523	advcl	_	TokenRange=2776:2783
517	o	o	DET	DET	_	518	det	_	TokenRange=2784:2785
518	estado	estado	NOUN	NOUN	_	516	nsubj	_	TokenRange=2786:2792
519-520	no	_	_	_	_	_	_	_	TokenRange=2793:2795
519	em	em	ADP	ADP	_	521	case	_	_
520	o	o	DET	DET	Definite=Def|Gender=Masc|Number=Sing|PronType=Art	521	det	_	_
521	sabado	_	PROPN	PNOUN	_	367	nmod	_	TokenRange=2796:2802
522	temer	temer	PROPN	PNOUN	_	523	nsubj	_	TokenRange=2803:2808
523	articula	articular	VERB	VERB	_	373	advcl	_	TokenRange=2809:2817
524	uma	um	DET	DET	_	525	det	_	TokenRange=2818:2821
525	frente	frente	NOUN	NOUN	_	523	obj	_	TokenRange=2822:2828
526	de	de	ADP	ADP	_	527	case	_	TokenRange=2829:2831
527	centrodireita	_	NOUN	NOUN	_	525	nmod	_	TokenRange=2832:2845
528	para	_	ADP	ADP	_	529	mark	_	TokenRange=2846:2850
529	defender	defender	VERB	VERB	_	523	advcl	_	TokenRange=2851:2859
530	sua	_	DET	DET	_	531	det:poss	_	TokenRange=2860:2863
531	gestao	gestao	NOUN	NOUN	_	529	obj	_	TokenRange=2864:2870
532	e	e	CCONJ	CONJ	_	533	cc	_	TokenRange=2871:2872
533	tentar	tentar	VERB	VERB	_	523	conj	_	TokenRange=2873:2879
534	isolar	isolar	VERB	VERB	_	533	xcomp	_	TokenRange=2880:2886
535	o	o	DET	DET	_	536	det	_	TokenRange=2887:2888
536	expresidente	expresidente	NOUN	NOUN	_	534	obj	_	TokenRange=2889:2901
537	luiz	luiz	ADJ	ADJ	_	536	appos	_	TokenRange=2902:2906
538	inacio	_	NOUN	NOUN	_	537	flat	_	TokenRange=2907:2913
539	lula	_	PROPN	PNOUN	_	537	flat	_	TokenRange=2914:2918
540-541	da	_	_	_	_	_	_	_	TokenRange=2919:2921
540	de	de	ADP	ADP	_	415	case	_	_
541	a	o	DET	DET	Definite=Def|Gender=Fem|Number=Sing|PronType=Art	445	det	_	_

# sent_id = 2
# text = silva a alianca seria formada pelo pmdb e mais seis partidos incluindo o psdb mas alckmin a frente do partido tera de se reaproximar do partido de temer discutir alianca eleitoral agora e colocar o carro a frente dos bois como dizia meu avo chico ferreira a hora agora e de aparar arestas e sobretudo de unir forcas para aprovacao da reforma da previdencia e decepcionante que o psdb ainda esteja a exigir de forma demagogica e irresponsavel que o governo torne a reforma que segundo reportagem do estado de ontem so atingira um terco dos trabalhadores nao se decida por um fechamento de questao que adie esse problema terrivel de caixa para o proximo governo seja ele qual for afinal o partido ja cuspiu no eleitor e rasgou sua historia se quer ter algum futuro tem que ser digno pelo menos de seu passado resgatando essa bandeira que nao e do governo mas do pais o engenheiro da odebrecht emyr diniz costa junior responsavel pelas
1	silva	silva	ADJ	ADJ	_	5	parataxis	_	TokenRange=2922:2927
2	a	o	DET	DET	_	3	det	_	TokenRange=2928:2929
3	alianca	alianca	NOUN	NOUN	_	5	nsubj:pass	_	TokenRange=2930:2937
4	seria	_	AUX	AUX	_	5	aux:pass	_	TokenRange=2938:2943
5	formada	formar	VERB	VERB	_	0	root	_	TokenRange=2944:2951
6-7	pelo	_	_	_	_	_	_	_	TokenRange=2952:2956
6	por	por	ADP	ADP	_	8	case	_	_
7	o	o	DET	DET	Definite=Def|Gender=Masc|Number=Sing|PronType=Art	8	det	_	_
8	pmdb	pmdb	NOUN	NOUN	_	5	nmod	_	TokenRange=2957:2961
9	e	e	CCONJ	CONJ	_	12	cc	_	TokenRange=2962:2963
10	mais	mais	ADV	ADV	_	12	advmod	_	TokenRange=2964:2968
11	seis	_	NUM	NUM	NumType=Card	12	nummod	_	TokenRange=2969:2973
12	partidos	partido	NOUN	NOUN	_	8	conj	_	TokenRange=2974:2982
13	incluindo	incluir	VERB	VERB	_	12	acl	_	TokenRange=2983:2992
14	o	o	DET	DET	_	15	det	_	TokenRange=2993:2994
15	psdb	_	NOUN	NOUN	_	13	obj	_	TokenRange=2995:2999
16	mas	mas	CCONJ	CONJ	_	26	cc	_	TokenRange=3000:3003
17	alckmin	_	NOUN	NOUN	_	26	nsubj	_	TokenRange=3004:3011
18	a	_	ADP	ADP	_	19	case	_	TokenRange=3012:3013
19	frente	frente	NOUN	NOUN	_	17	nmod	_	TokenRange=3014:3020
20-21	do	_	_	_	_	_	_	_	TokenRange=3021:3023
20	de	de	ADP	ADP	_	22	case	_	_
21	o	o	DET	DET	Definite=Def|Gender=Masc|Number=Sing|PronType=Art	22	det	_	_
22	partido	partido	NOUN	NOUN	_	19	nmod	_	TokenRange=3024:3031
23	tera	tar	AUX	AUX	_	26	aux	_	TokenRange=3032:3036
24	de	_	ADP	ADP	_	26	mark	_	TokenRange=3037:3039
25	se	_	PRON	PRON	_	26	obj	_	TokenRange=3040:3042
26	reaproximar	reaproximar	VERB	VERB	_	5	conj	_	TokenRange=3043:3054
27-28	do	_	_	_	_	_	_	_	TokenRange=3055:3057
27	de	de	ADP	ADP	_	29	case	_	_
28	o	o	DET	DET	Definite=Def|Gender=Masc|Number=Sing|PronType=Art	29	det	_	_
29	partido	partido	NOUN	NOUN	_	26	nmod	_	TokenRange=3058:3065
30	de	_	ADP	ADP	_	31	mark	_	TokenRange=3066:3068
31	temer	temer	VERB	VERB	_	26	advcl	_	TokenRange=3069:3074
32	discutir	discutir	VERB	VERB	_	31	xcomp	_	TokenRange=3075:3083
33	alianca	alianca	NOUN	NOUN	_	32	obj	_	TokenRange=3084:3091
34	eleitoral	eleitoral	ADJ	ADJ	_	33	amod	_	TokenRange=3092:3101
35	agora	agora	ADV	ADV	_	32	advmod	_	TokenRange=3102:3107
36	e	e	CCONJ	CONJ	_	37	cc	_	TokenRange=3108:3109
37	colocar	colocar	VERB	VERB	_	32	conj	_	TokenRange=3110:3117
38	o	o	DET	DET	_	39	det	_	TokenRange=3118:3119
39	carro	carro	NOUN	NOUN	_	37	obj	_	TokenRange=3120:3125
40	a	_	ADP	ADP	_	41	case	_	TokenRange=3126:3127
41	frente	frente	NOUN	NOUN	_	37	nmod	_	TokenRange=3128:3134
42-43	dos	_	_	_	_	_	_	_	TokenRange=3135:3138
42	de	de	ADP	ADP	_	44	case	_	_
43	os	o	DET	DET	Definite=Def|Gender=Masc|Number=Plur|PronType=Art	44	det	_	_
44	bois	boi	NOUN	NOUN	_	41	nmod	_	TokenRange=3139:3143
45	como	_	CCONJ	CONJ	_	46	mark	_	TokenRange=3144:3148
46	dizia	dizer	VERB	VERB	_	37	advcl	_	TokenRange=3149:3154
47	meu	_	DET	DET	_	48	det:poss	_	TokenRange=3155:3158
48	avo	avo	NOUN	NOUN	_	46	nsubj	_	TokenRange=3159:3162
