# generator = UDPipe 2, https://lindat.mff.cuni.cz/services/udpipe
# udpipe_model = portuguese-gsd-ud-2.10-220711
# udpipe_model_licence = CC BY-NC-SA
# newdoc
# newpar
# sent_id = 1
# text = veja e leia a integra do pronunciamento de temer neste sabado 20 presidente disse que pedira suspensao do inquerito contra ele no stf e que permanecera no governo apos delacao da jbs temer passou a ser investigado por corrupcao passiva obstrucao da justica e organizacao criminosa muito bem eu quero cumprimentalos a todos e dizer que mais uma vez eu estou aqui para fazer uma declaracao aos senhores e as senhoras jornalistas e ao povo brasileiro eu registro que eu li hoje noticia do jornal folha de sao paulo de que pericia constatou que houve edicao no audio de minha conversa com o senhor joesley batista essa gravacao clandestina e o que diz foi manipulada e adulterada com objetivos nitidamente subterraneos incluida no inquerito sem a devida e adequada averiguacao levou muitas pessoas a um engano induzido e trouxe grave crise ao brasil por isso no dia de hoje estamos entrando com peticao no colendo supremo tribunal federal para suspender o inquerito ate que seja verificada em definitivo a autenticidade da gravacao clandestina o autor do grampo esta livre e solto passeando pelas ruas de nova york o brasil que ja tinha saido da mais grave crise economica da sua historia vive agora sou obrigado a reconhecer dias de incerteza ele nao passou nem um dia na cadeia nao foi preso nao foi julgado nao foi punido e pelo jeito nao sera cometeu digamos assim o crime perfeito gracas a essa gravacao fraudulenta e manipulada especulou contra a moeda nacional a noticia foi vazada seguramente por gente ligada ao grupo empresarial e antes de entregar a gravacao comprou um bilhao de dolares porque sabia que isso provocaria o caos no cambio por outro lado sabendo que a divulgacao da gravacao tambem reduziria as acoes de sua empresa as vendeu antes da queda da bolsa nao sao palavras minhas apenas esses fatos ja estao sendo apurados pela comissao de valores mobiliarios a jbs meus senhores e minhas senhoras lucrou
1	veja	ver	VERB	VERB	_	0	root	_	TokenRange=0:4
306	outro	_	DET	DET	_	307	det	_	TokenRange=1649:1654
307	lado	lado	NOUN	NOUN	_	180	nmod	_	TokenRange=1655:1659
308	sabendo	saber	VERB	VERB	_	275	acl	_	TokenRange=1660:1667
309	que	que	CCONJ	CONJ	_	316	mark	_	TokenRange=1668:1671
310	a	o	DET	DET	_	311	det	_	TokenRange=1672:1673
311	divulgacao	divulgacao	NOUN	NOUN	_	316	nsubj	_	TokenRange=1674:1684
312-313	da	_	_	_	_	_	_	_	TokenRange=1685:1687
312	de	de	ADP	ADP	_	314	case	_	_
313	a	o	DET	DET	Definite=Def|Gender=Fem|Number=Sing|PronType=Art	314	det	_	_
314	gravacao	gravacao	NOUN	NOUN	_	311	nmod	_	TokenRange=1688:1696
315	tambem	tambem	ADV	ADV	_	316	advmod	_	TokenRange=1697:1703
316	reduziria	reduzir	VERB	VERB	_	308	ccomp	_	TokenRange=1704:1713
317	as	o	DET	DET	_	318	det	_	TokenRange=1714:1716
318	acoes	acoe	NOUN	NOUN	_	316	obj	_	TokenRange=1717:1722
319	de	de	ADP	ADP	_	321	case	_	TokenRange=1723:1725
320	sua	_	DET	DET	_	321	det:poss	_	TokenRange=1726:1729
321	empresa	empresa	NOUN	NOUN	_	318	nmod	_	TokenRange=1730:1737
322	as	_	PRON	PRON	_	323	obj	_	TokenRange=1738:1740
323	vendeu	vender	VERB	VERB	_	316	ccomp	_	TokenRange=1741:1747
324	antes	antes	ADV	ADV	_	327	case	_	TokenRange=1748:1753
325-326	da	_	_	_	_	_	_	_	TokenRange=1754:1756
325	de	de	ADP	ADP	_	324	case	_	_
326	a	o	DET	DET	Definite=Def|Gender=Fem|Number=Sing|PronType=Art	324	det	_	_
327	queda	queda	NOUN	NOUN	_	316	nmod	_	TokenRange=1757:1762
328-329	da	_	_	_	_	_	_	_	TokenRange=1763:1765
328	de	de	ADP	ADP	_	330	case	_	_
329	a	o	DET	DET	Definite=Def|Gender=Fem|Number=Sing|PronType=Art	330	det	_	_
330	bolsa	bolsa	NOUN	NOUN	_	327	nmod	_	TokenRange=1766:1771
331	nao	nao	ADV	ADV	Polarity=Neg	333	advmod	_	TokenRange=1772:1775
332	sao	_	AUX	AUX	_	333	cop	_	TokenRange=1776:1779
333	palavras	palavra	NOUN	NOUN	_	308	ccomp	_	TokenRange=1780:1788
334	minhas	_	DET	DET	_	337	det:poss	_	TokenRange=1789:1795
335	apenas	apenas	ADV	ADV	_	337	advmod	_	TokenRange=1796:1802
336	esses	_	DET	DET	_	337	det	_	TokenRange=1803:1808
337	fatos	fato	NOUN	NOUN	_	355	nsubj	_	TokenRange=1809:1814
338	ja	ja	ADV	ADV	_	355	advmod	_	TokenRange=1815:1817
339	estao	_	AUX	AUX	_	355	aux	_	TokenRange=1818:1823
340	sendo	ser	AUX	AUX	_	341	aux:pass	_	TokenRange=1824:1829
341	apurados	apurar	VERB	VERB	_	355	ccomp	_	TokenRange=1830:1838
342-343	pela	_	_	_	_	_	_	_	TokenRange=1839:1843
342	por	por	ADP	ADP	_	344	case	_	_
343	a	o	DET	DET	Definite=Def|Gender=Fem|Number=Sing|PronType=Art	344	det	_	_
344	comissao	comissao	NOUN	NOUN	_	341	nmod	_	TokenRange=1844:1852
345	de	de	ADP	ADP	_	346	case	_	TokenRange=1853:1855
346	valores	_	NOUN	NOUN	_	344	nmod	_	TokenRange=1856:1863
347	mobiliarios	mobiliario	ADJ	ADJ	_	346	amod	_	TokenRange=1864:1875
348	a	_	ADP	ADP	_	349	case	_	TokenRange=1876:1877
349	jbs	jbs	NOUN	NOUN	_	355	iobj	_	TokenRange=1878:1881
350	meus	_	DET	DET	_	351	det:poss	_	TokenRange=1882:1886
351	senhores	senhor	NOUN	NOUN	_	355	nsubj	_	TokenRange=1887:1895
352	e	e	CCONJ	CONJ	_	354	cc	_	TokenRange=1896:1897
353	minhas	_	DET	DET	_	354	det:poss	_	TokenRange=1898:1904
354	senhoras	senhora	NOUN	NOUN	_	351	conj	_	TokenRange=1905:1913
355	lucrou	lucrar	VERB	VERB	_	308	ccomp	_	SpacesAfter=\s\s|TokenRange=1914:1920

