# generator = UDPipe 2, https://lindat.mff.cuni.cz/services/udpipe
# udpipe_model = portuguese-gsd-ud-2.10-220711
# udpipe_model_licence = CC BY-NC-SA
# newdoc
# newpar
# sent_id = 1
# text = hartung demite autoras da piada sobre o dia do jornalista duas jornalistas engracadinhas humilharam os jornalistas capixabas no dia do jornalista com postagem pretensamente engracada e ganharam como premio a demissao por justa causa no mesmo dia da publicacao o governo do espirito santo demitiu as duas jornalistas responsaveis pela publicacao de uma homenagem ao dia do jornalista a postagem nas redes sociais do governo colocava jornalistas sendo representados por um macaco perturbado na frente de um notebook a mensagem hoje e o dia do batedor de release parabens amigos jornalistas rendeu criticas e por volta das 11h40 foi apagada o sindicato dos jornalistas profissionais no estado do espirito santo sindijornalistases e a federacao nacional dos jornalistas fenaj lamentam e repudiam a atitude do governo estadual que com a postagem ignora toda a formacao etica e social dos profissionais responsaveis por levar informacao de qualidade a sociedade a postagem teve o repudio de muitos jornalistas e cidadaos indignados com a mensagem do governo do estado ao dia do jornalista o sindicato diz que ao contrario de valorizar a profissao menosprezou toda capacidade dos profissionais na realizacao de suas atividades o sindicato finaliza pedindo que o governo se retrate o governo do estado foi procurado pelo g1 para explicar a mensagem e em nota pediu desculpas a categoria segue a integra do posicionamento da superintendente de estado de comunicacao andreia lopes peco desculpas publicamente em nome da superintendencia estadual de comunicacao e do governo do espirito santo pelo post absurdo publicado em nossas redes sociais em referencia ao dia do jornalista na manha desta sextafeira 07 eu e minha equipe tambem nos sentimos ofendidos com essa publicacao que nao nos representa nao representa a classe jornalistica e o respeito que cada um dos profissionais merece como jornalista ha 19 anos profissao a qual me dedico com muito orgulho eu tambem me sinto envergonhada e indignada com o desastre da abordagem num dia tao especial para todos nos nada justifica estava justamente reunida com nossos jornalistas que integram a rede de comunicacao do governo quando fui surpreendida com a noticia da publicacao pedi imediatamente para que o post fosse retirado do ar mas como sei que isso nao basta fiz questao de pessoalmente me retratar publicamente com os colegas de profissao que tem todo o respeito e admiracao pelo trabalho diario que desempenham esse post definitivamente tambem nao reflete o sentimento do governo do espirito santo os jornalistas sao profissionais essenciais para a democracia sao os olhos e a voz da sociedade sao motivo de orgulho e nao de brincadeiras que nao tem nenhum tipo de explicacao aceitavel para que tenham sido feitas
1	hartung	hartung	NOUN	NOUN	_	2	nsubj	_	TokenRange=0:7
281	santo	santo	ADJ	ADJ	_	280	amod	_	TokenRange=1576:1581
282-283	pelo	_	_	_	_	_	_	_	TokenRange=1582:1586
282	por	por	ADP	ADP	_	284	case	_	_
283	o	o	DET	DET	Definite=Def|Gender=Masc|Number=Sing|PronType=Art	284	det	_	_
284	post	post	NOUN	NOUN	_	52	nmod	_	TokenRange=1587:1591
285	absurdo	absurdo	ADJ	ADJ	_	284	amod	_	TokenRange=1592:1599
286	publicado	publicar	VERB	VERB	_	284	acl	_	TokenRange=1600:1609
287	em	em	ADP	ADP	_	289	case	_	TokenRange=1610:1612
288	nossas	_	DET	DET	_	289	det:poss	_	TokenRange=1613:1619
289	redes	rede	NOUN	NOUN	_	286	nmod	_	TokenRange=1620:1625
290	sociais	social	ADJ	ADJ	_	289	amod	_	TokenRange=1626:1633
291	em	em	ADP	ADP	_	292	case	_	TokenRange=1634:1636
292	referencia	referencia	NOUN	NOUN	_	421	nmod	_	TokenRange=1637:1647
293-294	ao	_	_	_	_	_	_	_	TokenRange=1648:1650
293	a	a	ADP	ADP	_	295	case	_	_
294	o	o	DET	DET	Definite=Def|Gender=Masc|Number=Sing|PronType=Art	295	det	_	_
295	dia	dia	NOUN	NOUN	_	292	nmod	_	TokenRange=1651:1654
296-297	do	_	_	_	_	_	_	_	TokenRange=1655:1657
296	de	de	ADP	ADP	_	298	case	_	_
297	o	o	DET	DET	Definite=Def|Gender=Masc|Number=Sing|PronType=Art	298	det	_	_
298	jornalista	jornalista	NOUN	NOUN	_	295	nmod	_	TokenRange=1658:1668
299-300	na	_	_	_	_	_	_	_	TokenRange=1669:1671
299	em	em	ADP	ADP	_	301	case	_	_
300	a	o	DET	DET	Definite=Def|Gender=Fem|Number=Sing|PronType=Art	301	det	_	_
301	manha	manha	NOUN	NOUN	_	286	nmod	_	TokenRange=1672:1677
302	desta	_	ADP	ADP	_	303	case	_	TokenRange=1678:1683
303	sextafeira	sextafeira	NOUN	NOUN	_	301	nmod	_	TokenRange=1684:1694
304	07	_	NUM	NUM	NumType=Card	303	nmod	_	TokenRange=1695:1697
305	eu	_	PRON	PRON	_	323	nsubj	_	TokenRange=1698:1700
306	e	e	CCONJ	CONJ	_	308	cc	_	TokenRange=1701:1702
307	minha	_	DET	DET	_	308	det:poss	_	TokenRange=1703:1708
308	equipe	equipe	NOUN	NOUN	_	305	conj	_	TokenRange=1709:1715
309	tambem	tambem	ADV	ADV	_	78	advmod	_	TokenRange=1716:1722
310-311	nos	_	_	_	_	_	_	_	TokenRange=1723:1726
310	em	em	ADP	ADP	_	312	case	_	_
311	os	o	DET	DET	Definite=Def|Gender=Masc|Number=Plur|PronType=Art	312	det	_	_
312	sentimos	sentir	VERB	VERB	_	138	advcl	_	TokenRange=1727:1735
313	ofendidos	ofendido	ADJ	ADJ	_	312	xcomp	_	TokenRange=1736:1745
314	com	com	ADP	ADP	_	316	case	_	TokenRange=1746:1749
315	essa	_	DET	DET	_	316	det	_	TokenRange=1750:1754
316	publicacao	publicacao	NOUN	NOUN	_	313	nmod	_	TokenRange=1755:1765
317	que	_	PRON	PRON	_	323	nsubj	_	TokenRange=1766:1769
318	nao	nao	ADV	ADV	Polarity=Neg	321	advmod	_	TokenRange=1770:1773
319-320	nos	_	_	_	_	_	_	_	TokenRange=1774:1777
319	em	em	ADP	ADP	_	321	case	_	_
320	os	o	PRON	PRON	Definite=Def|Gender=Masc|Number=Plur|PronType=Art	321	det	_	_
321	representa	representar	VERB	VERB	_	316	acl:relcl	_	TokenRange=1778:1788
322	nao	nao	ADV	ADV	Polarity=Neg	323	advmod	_	TokenRange=1789:1792
323	representa	representar	VERB	VERB	_	316	acl:relcl	_	TokenRange=1793:1803
324	a	o	DET	DET	_	325	det	_	TokenRange=1804:1805
325	classe	classe	NOUN	NOUN	_	323	obj	_	TokenRange=1806:1812
326	jornalistica	jornalistico	ADJ	ADJ	_	325	amod	_	TokenRange=1813:1825
327	e	e	CCONJ	CONJ	_	329	cc	_	TokenRange=1826:1827
328	o	o	DET	DET	Definite=Def|Gender=Masc|Number=Sing|PronType=Art	329	det	_	TokenRange=1828:1829
329	respeito	respeito	NOUN	NOUN	_	325	conj	_	TokenRange=1830:1838
330	que	_	PRON	PRON	_	336	obj	_	TokenRange=1839:1842
331	cada	_	DET	DET	_	332	det	_	TokenRange=1843:1847
332	um	_	PRON	PRON	_	336	nsubj	_	TokenRange=1848:1850
333-334	dos	_	_	_	_	_	_	_	TokenRange=1851:1854
333	de	de	ADP	ADP	_	335	case	_	_
334	os	o	DET	DET	Definite=Def|Gender=Masc|Number=Plur|PronType=Art	335	det	_	_
335	profissionais	profissional	NOUN	NOUN	_	332	nmod	_	TokenRange=1855:1868
336	merece	merecer	VERB	VERB	_	329	acl:relcl	_	TokenRange=1869:1875
337	como	como	ADP	ADP	_	338	case	_	TokenRange=1876:1880
338	jornalista	jornalista	NOUN	NOUN	_	336	nmod	_	TokenRange=1881:1891
339	ha	_	VERB	VERB	_	336	advcl	_	TokenRange=1892:1894
340	19	_	NUM	NUM	NumType=Card	341	nummod	_	TokenRange=1895:1897
341	anos	ano	NOUN	NOUN	_	339	nmod	_	TokenRange=1898:1902
342	profissao	profissao	NOUN	NOUN	_	474	appos	_	TokenRange=1903:1912
343	a	_	ADP	ADP	_	344	case	_	TokenRange=1913:1914
344	qual	_	PRON	PRON	_	346	nmod	_	TokenRange=1915:1919
345	me	_	PRON	PRON	_	346	obj	_	TokenRange=1920:1922
346	dedico	dedicar	VERB	VERB	_	342	acl:relcl	_	TokenRange=1923:1929
347	com	com	ADP	ADP	_	349	case	_	TokenRange=1930:1933
348	muito	_	DET	DET	_	349	det	_	TokenRange=1934:1939
349	orgulho	orgulho	NOUN	NOUN	_	346	nmod	_	TokenRange=1940:1947
350	eu	_	PRON	PRON	_	353	nsubj	_	TokenRange=1948:1950
351	tambem	tambem	ADV	ADV	_	353	advmod	_	TokenRange=1951:1957
352	me	_	PRON	PRON	_	354	nsubj	_	TokenRange=1958:1960
353	sinto	sentir	VERB	VERB	_	474	acl:relcl	_	TokenRange=1961:1966
354	envergonhada	envergonhado	ADJ	ADJ	_	353	xcomp	_	TokenRange=1967:1979
355	e	e	CCONJ	CONJ	_	356	cc	_	TokenRange=1980:1981
356	indignada	indignado	ADJ	ADJ	_	354	conj	_	TokenRange=1982:1991
357	com	com	ADP	ADP	_	359	case	_	TokenRange=1992:1995
358	o	o	DET	DET	_	359	det	_	TokenRange=1996:1997
359	desastre	desastre	NOUN	NOUN	_	356	nmod	_	TokenRange=1998:2006
360-361	da	_	_	_	_	_	_	_	TokenRange=2007:2009
360	de	de	ADP	ADP	_	362	case	_	_
361	a	o	DET	DET	Definite=Def|Gender=Fem|Number=Sing|PronType=Art	362	det	_	_
362	abordagem	abordagem	NOUN	NOUN	_	359	nmod	_	TokenRange=2010:2019
363-364	num	_	_	_	_	_	_	_	TokenRange=2020:2023
363	em	em	ADP	ADP	_	365	case	_	_
364	um	um	DET	DET	_	365	det	_	_
365	dia	dia	NOUN	NOUN	_	362	nmod	_	TokenRange=2024:2027
366	tao	tao	ADV	ADV	_	367	advmod	_	TokenRange=2028:2031
367	especial	especial	ADJ	ADJ	_	365	amod	_	TokenRange=2032:2040
368	para	para	ADP	ADP	_	369	case	_	TokenRange=2041:2045
369	todos	_	PRON	PRON	_	493	nmod	_	TokenRange=2046:2051
370-371	nos	_	_	_	_	_	_	_	TokenRange=2052:2055
370	em	em	ADP	ADP	_	372	case	_	_
371	os	o	DET	DET	Definite=Def|Gender=Masc|Number=Plur|PronType=Art	372	det	_	_
372	nada	_	PRON	PRON	_	493	nmod	_	TokenRange=2056:2060
373	justifica	justificar	VERB	VERB	_	372	acl	_	TokenRange=2061:2070
374	estava	estar	VERB	VERB	_	197	ccomp	_	TokenRange=2071:2077
375	justamente	justamente	ADV	ADV	_	376	advmod	_	TokenRange=2078:2088
376	reunida	reunido	ADJ	ADJ	_	374	xcomp	_	TokenRange=2089:2096
377	com	com	ADP	ADP	_	379	case	_	TokenRange=2097:2100
378	nossos	_	DET	DET	_	379	det:poss	_	TokenRange=2101:2107
379	jornalistas	jornalista	NOUN	NOUN	_	376	nmod	_	TokenRange=2108:2119
380	que	_	PRON	PRON	_	381	nsubj	_	TokenRange=2120:2123
381	integram	integrar	VERB	VERB	_	379	acl:relcl	_	TokenRange=2124:2132
382	a	o	DET	DET	_	383	det	_	TokenRange=2133:2134
383	rede	rede	NOUN	NOUN	_	381	obj	_	TokenRange=2135:2139
384	de	de	ADP	ADP	_	385	case	_	TokenRange=2140:2142
385	comunicacao	comunicacao	NOUN	NOUN	_	383	nmod	_	TokenRange=2143:2154
386-387	do	_	_	_	_	_	_	_	TokenRange=2155:2157
386	de	de	ADP	ADP	_	388	case	_	_
387	o	o	DET	DET	Definite=Def|Gender=Masc|Number=Sing|PronType=Art	388	det	_	_
388	governo	governo	NOUN	NOUN	_	383	nmod	_	TokenRange=2158:2165
389	quando	_	CCONJ	CONJ	_	493	mark	_	TokenRange=2166:2172
390	fui	_	AUX	AUX	_	493	aux:pass	_	TokenRange=2173:2176
391	surpreendida	surpreender	VERB	VERB	_	381	advcl	_	TokenRange=2177:2189
392	com	com	ADP	ADP	_	394	case	_	TokenRange=2190:2193
393	a	o	DET	DET	_	394	det	_	TokenRange=2194:2195
394	noticia	noticia	NOUN	NOUN	_	391	nmod	_	TokenRange=2196:2203
395-396	da	_	_	_	_	_	_	_	TokenRange=2204:2206
395	de	de	ADP	ADP	_	397	case	_	_
396	a	o	DET	DET	Definite=Def|Gender=Fem|Number=Sing|PronType=Art	397	det	_	_
397	publicacao	publicacao	NOUN	NOUN	_	394	nmod	_	TokenRange=2207:2217
398	pedi	pedir	VERB	VERB	_	197	ccomp	_	TokenRange=2218:2222
399	imediatamente	imediatamente	ADV	ADV	_	398	advmod	_	TokenRange=2223:2236
400	para	_	ADP	ADP	_	405	mark	_	TokenRange=2237:2241
401	que	que	CCONJ	CONJ	_	206	mark	_	TokenRange=2242:2245
402	o	o	DET	DET	_	403	det	_	TokenRange=2246:2247
403	post	post	NOUN	NOUN	_	405	nsubj:pass	_	TokenRange=2248:2252
404	fosse	_	AUX	AUX	_	405	aux:pass	_	TokenRange=2253:2258
405	retirado	retirar	VERB	VERB	_	52	advcl	_	TokenRange=2259:2267
406-407	do	_	_	_	_	_	_	_	TokenRange=2268:2270
406	de	de	ADP	ADP	_	408	case	_	_
407	o	o	DET	DET	Definite=Def|Gender=Masc|Number=Sing|PronType=Art	408	det	_	_
408	ar	ar	NOUN	NOUN	_	405	nmod	_	TokenRange=2271:2273
409	mas	mas	CCONJ	CONJ	_	244	cc	_	TokenRange=2274:2277
410	como	_	CCONJ	CONJ	_	411	mark	_	TokenRange=2278:2282
411	sei	saber	VERB	VERB	_	52	advcl	_	TokenRange=2283:2286
412	que	que	CCONJ	CONJ	_	415	mark	_	TokenRange=2287:2290
413	isso	_	PRON	PRON	_	415	nsubj	_	TokenRange=2291:2295
414	nao	nao	ADV	ADV	Polarity=Neg	415	advmod	_	TokenRange=2296:2299
415	basta	bastar	VERB	VERB	_	411	ccomp	_	TokenRange=2300:2305
416	fiz	fazer	VERB	VERB	_	197	ccomp	_	TokenRange=2306:2309
417	questao	questao	NOUN	NOUN	_	52	obj	_	TokenRange=2310:2317
418	de	_	ADP	ADP	_	421	mark	_	TokenRange=2318:2320
419	pessoalmente	pessoalmente	ADV	ADV	_	421	advmod	_	TokenRange=2321:2333
420	me	_	PRON	PRON	_	421	obj	_	TokenRange=2334:2336
421	retratar	retratar	VERB	VERB	_	417	nmod	_	TokenRange=2337:2345
422	publicamente	publicamente	ADV	ADV	_	421	advmod	_	TokenRange=2346:2358
423	com	com	ADP	ADP	_	425	case	_	TokenRange=2359:2362
424	os	o	DET	DET	_	425	det	_	TokenRange=2363:2365
425	colegas	colega	NOUN	NOUN	_	421	nmod	_	TokenRange=2366:2373
426	de	de	ADP	ADP	_	427	case	_	TokenRange=2374:2376
427	profissao	profissao	NOUN	NOUN	_	425	nmod	_	TokenRange=2377:2386
428	que	_	PRON	PRON	_	429	nsubj	_	TokenRange=2387:2390
429	tem	ter	VERB	VERB	_	425	acl:relcl	_	TokenRange=2391:2394
430	todo	_	DET	DET	_	432	det	_	TokenRange=2395:2399
431	o	o	DET	DET	_	432	det	_	TokenRange=2400:2401
432	respeito	respeito	NOUN	NOUN	_	429	obj	_	TokenRange=2402:2410
433	e	e	CCONJ	CONJ	_	434	cc	_	TokenRange=2411:2412
434	admiracao	admiracao	NOUN	NOUN	_	432	conj	_	TokenRange=2413:2422
435-436	pelo	_	_	_	_	_	_	_	TokenRange=2423:2427
435	por	por	ADP	ADP	_	437	case	_	_
436	o	o	DET	DET	Definite=Def|Gender=Masc|Number=Sing|PronType=Art	437	det	_	_
437	trabalho	trabalho	NOUN	NOUN	_	62	nmod	_	TokenRange=2428:2436
438	diario	diario	ADJ	ADJ	_	437	amod	_	TokenRange=2437:2443
439	que	_	PRON	PRON	_	440	obj	_	TokenRange=2444:2447
440	desempenham	desempenhar	VERB	VERB	_	437	acl:relcl	_	TokenRange=2448:2459
441	esse	_	DET	DET	_	442	det	_	TokenRange=2460:2464
442	post	post	NOUN	NOUN	_	440	obj	_	TokenRange=2465:2469
443	definitivamente	definitivamente	ADV	ADV	_	446	advmod	_	TokenRange=2470:2485
444	tambem	tambem	ADV	ADV	_	446	advmod	_	TokenRange=2486:2492
445	nao	nao	ADV	ADV	Polarity=Neg	446	advmod	_	TokenRange=2493:2496
446	reflete	refletir	VERB	VERB	_	221	ccomp	_	TokenRange=2497:2504
447	o	o	DET	DET	_	448	det	_	TokenRange=2505:2506
448	sentimento	sentimento	NOUN	NOUN	_	446	obj	_	TokenRange=2507:2517
449-450	do	_	_	_	_	_	_	_	TokenRange=2518:2520
449	de	de	ADP	ADP	_	451	case	_	_
450	o	o	DET	DET	Definite=Def|Gender=Masc|Number=Sing|PronType=Art	451	det	_	_
451	governo	governo	NOUN	NOUN	_	448	nmod	_	TokenRange=2521:2528
452-453	do	_	_	_	_	_	_	_	TokenRange=2529:2531
452	de	de	ADP	ADP	_	454	case	_	_
453	o	o	DET	DET	Definite=Def|Gender=Masc|Number=Sing|PronType=Art	454	det	_	_
454	espirito	espirito	NOUN	NOUN	_	451	nmod	_	TokenRange=2532:2540
455	santo	santo	ADJ	ADJ	_	454	amod	_	TokenRange=2541:2546
456	os	o	DET	DET	_	457	det	_	TokenRange=2547:2549
457	jornalistas	jornalista	NOUN	NOUN	_	323	nsubj	_	TokenRange=2550:2561
458	sao	ser	AUX	AUX	_	459	cop	_	TokenRange=2562:2565
459	profissionais	profissional	NOUN	NOUN	_	323	parataxis	_	TokenRange=2566:2579
460	essenciais	essencial	ADJ	ADJ	_	459	amod	_	TokenRange=2580:2590
461	para	para	ADP	ADP	_	463	case	_	TokenRange=2591:2595
462	a	o	DET	DET	_	463	det	_	TokenRange=2596:2597
463	democracia	democracia	NOUN	NOUN	_	336	nmod	_	TokenRange=2598:2608
464	sao	_	AUX	AUX	_	474	cop	_	TokenRange=2609:2612
465	os	o	DET	DET	_	466	det	_	TokenRange=2613:2615
466	olhos	olho	NOUN	NOUN	_	474	nsubj	_	TokenRange=2616:2621
467	e	e	CCONJ	CONJ	_	469	cc	_	TokenRange=2622:2623
468	a	o	DET	DET	_	469	det	_	TokenRange=2624:2625
469	voz	voz	NOUN	NOUN	_	466	conj	_	TokenRange=2626:2629
470-471	da	_	_	_	_	_	_	_	TokenRange=2630:2632
470	de	de	ADP	ADP	_	472	case	_	_
471	a	o	DET	DET	Definite=Def|Gender=Fem|Number=Sing|PronType=Art	472	det	_	_
472	sociedade	sociedade	NOUN	NOUN	_	469	nmod	_	TokenRange=2633:2642
473	sao	ser	AUX	AUX	_	474	cop	_	TokenRange=2643:2646
474	motivo	motivo	NOUN	NOUN	_	323	parataxis	_	TokenRange=2647:2653
475	de	de	ADP	ADP	_	476	case	_	TokenRange=2654:2656
476	orgulho	orgulho	NOUN	NOUN	_	474	nmod	_	TokenRange=2657:2664
477	e	e	CCONJ	CONJ	_	480	cc	_	TokenRange=2665:2666
478	nao	nao	ADV	ADV	Polarity=Neg	480	advmod	_	TokenRange=2667:2670
479	de	de	ADP	ADP	_	480	case	_	TokenRange=2671:2673
480	brincadeiras	brincadeira	NOUN	NOUN	_	476	conj	_	TokenRange=2674:2686
481	que	_	PRON	PRON	_	483	nsubj	_	TokenRange=2687:2690
482	nao	nao	ADV	ADV	Polarity=Neg	483	advmod	_	TokenRange=2691:2694
483	tem	ter	VERB	VERB	_	480	acl:relcl	_	TokenRange=2695:2698
484	nenhum	_	DET	DET	_	485	det	_	TokenRange=2699:2705
485	tipo	tipo	NOUN	NOUN	_	483	obj	_	TokenRange=2706:2710
486	de	de	ADP	ADP	_	487	case	_	TokenRange=2711:2713
487	explicacao	explicacao	NOUN	NOUN	_	485	nmod	_	TokenRange=2714:2724
488	aceitavel	aceitavel	ADJ	ADJ	_	487	amod	_	TokenRange=2725:2734
489	para	_	ADP	ADP	_	493	mark	_	TokenRange=2735:2739
490	que	_	CCONJ	CONJ	_	493	mark	_	TokenRange=2740:2743
491	tenham	ter	AUX	AUX	_	493	aux	_	TokenRange=2744:2750
492	sido	ser	AUX	AUX	_	493	aux:pass	_	TokenRange=2751:2755
493	feitas	_	VERB	VERB	_	483	advcl	_	TokenRange=2756:2762

